task,nominal_weight
5g_energy_consumption-10eca1f7da02,0.007042253521126761
acquire_valued_shoppers_challenge-f519aa482bb5,0.007042253521126761
airfoil_self_noise-6278f0ada559,0.007042253521126761
allstate_claims_severity-ac12f04f54e8,0.007042253521126761
amazon_employee_access-4417c4c952bc,0.007042253521126761
amex_non_iid_1m-e2e64ee8b42e,0.007042253521126761
anes_voting_2026-58a0e941922e,0.007042253521126761
aps_failure-b63fc6330117,0.007042253521126761
asp_potassco_classification-6cbac33e4d1f,0.007042253521126761
audiology_diagnosis-90d4820bace0,0.007042253521126761
bad_customer_detection-7b2ea3462dce,0.007042253521126761
bank_customer_churn-b1fc11f3ea36,0.007042253521126761
bank_marketing-ba2b45409a51,0.007042253521126761
biogeographical_ancestry_prediction-a940a550ed40,0.007042253521126761
biomechanical_orthopaedic_prediction-c744da7b0d83,0.007042253521126761
bioresponse-63f85b558d70,0.007042253521126761
blood_tests_drink_prediction-aeec267edab7,0.007042253521126761
blood_transfusion-c0b8fbb104f3,0.007042253521126761
body_density_prediction-19548b7220c1,0.007042253521126761
california_house_prices_2020-08905ffc576b,0.007042253521126761
cardiotocography-172ef52f9a1b,0.007042253521126761
churn-4ae7db677764,0.007042253521126761
cirrhosis_patient_survival_prediction-c8851fd8162a,0.007042253521126761
climate_model_weather_forecasting_1m-88f9bd87b0e4,0.007042253521126761
clock_protein_toxicity-f1eed69eb784,0.007042253521126761
coffee_rating_prediction-5ff37781e0a3,0.007042253521126761
coil_2000-d498c6d7849f,0.007042253521126761
concrete_compressive_strength-4c0702dec5d1,0.007042253521126761
consumer_complaints_1m-853af219eb5a,0.007042253521126761
cooking_time_1m-835a54525572,0.007042253521126761
covertype-1ed1c3d23864,0.007042253521126761
credit_approval-a37d9105992b,0.007042253521126761
credit_card_clients_default-9470ea90c86d,0.007042253521126761
credit_g-6ced9fa4ef3f,0.007042253521126761
customer_satisfaction_in_airline-717af216790d,0.007042253521126761
delivery_eta_1m-2a88c3ab9376,0.007042253521126761
dementia_prediction-d8ce15bd8d63,0.007042253521126761
diabetes_130_us-a06cb03600f0,0.007042253521126761
diamonds-910d3c5757be,0.007042253521126761
drug_induced_autoimmunity_prediction-752f934a6ee0,0.007042253521126761
early_learning_predictors-90d92cf6004c,0.007042253521126761
early_stage_diabetes_risk_prediction-51d4ebef5816,0.007042253521126761
ecoli_proteins-88ead48fb030,0.007042253521126761
ecommerce_shipping-db33e797abb9,0.007042253521126761
electric_motor_temperature_prediction-a13b29b9e53d,0.007042253521126761
emscad-1790bb44ad91,0.007042253521126761
eryhemato_squamous_disease-a64cf6ea937e,0.007042253521126761
fiat_500-b26e24c630ed,0.007042253521126761
fitness_club-95daf6614f7a,0.007042253521126761
food_delivery_time-c2db6ce03f6d,0.007042253521126761
forensic_glass_identification-e304196b0ccc,0.007042253521126761
forest_fires-7dc3af8601af,0.007042253521126761
gallstone_disease-63982cfe3e7c,0.007042253521126761
garments_worker_productivity-7b6a94e87c93,0.007042253521126761
ghanas_indigenous_intel-ecbbda50d44e,0.007042253521126761
give_me_some_credit-51f4a5f15bd6,0.007042253521126761
hazelnut_spread_contaminant_detection-2e831ed5986d,0.007042253521126761
healthcare_insurance_expenses-ad067e29f4ae,0.007042253521126761
heart_disease_cleveland-1e633334e0ef,0.007042253521126761
heart_disease_hungary-f5ca5cfb8352,0.007042253521126761
heart_disease_va_long_beach-062b5d1dcb90,0.007042253521126761
heart_failure_followup_survival-25d12c8bf5bb,0.007042253521126761
heloc-d2ac12c6b994,0.007042253521126761
hepatitis_c_prediction-d17a9e02b43b,0.007042253521126761
hepatitis_survival_prediction-d1673748bbbe,0.007042253521126761
hiva_agnostic-c4b35582c204,0.007042253521126761
home_credit_default_risk-1b1ae7eb0542,0.007042253521126761
home_credit_default_stability_1m-e56e2cf55fa2,0.007042253521126761
homeq_default_prediction-6da1464558b9,0.007042253521126761
homesite_quote_conversion-f57214c4e0ab,0.007042253521126761
horse_colic_survival-e1beb13d0b4e,0.007042253521126761
hotel_booking_demand-9541da6f5a2b,0.007042253521126761
houses-ca1697d5c050,0.007042253521126761
hr_analytics-9f0cb22a2cd4,0.007042253521126761
ieee_fraud_detection-5e0af5cbbb73,0.007042253521126761
immoscout_german_house_prices-58b4f389c67d,0.007042253521126761
in_vehicle_coupon_recommendation-102e68b480bd,0.007042253521126761
indian_liver_patient_dataset-0216cd985bcf,0.007042253521126761
iranian_churn-87d6fa636729,0.007042253521126761
jm1-c8cfe392b650,0.007042253521126761
kdd_cup_09_appetency-72d0143e7c3d,0.007042253521126761
kick-57821d387256,0.007042253521126761
kickstarter-fc5123d788a6,0.007042253521126761
labour_inspection_compliance-17b501f52bd1,0.007042253521126761
lending_club_1m-f6bf13e264e4,0.007042253521126761
ljubljana_breast_cancer-28c8b88c6b23,0.007042253521126761
ljubljana_primary_tumor-b1acf2d83b0d,0.007042253521126761
lung_cancer-48c9b1f8934d,0.007042253521126761
lung_cancer_epithelial_genexp-ff6233558b2e,0.007042253521126761
maps_router_eta_1m-8072a09ffab6,0.007042253521126761
marketing_campaign-45b76b0f0de6,0.007042253521126761
maternal_health_risk-002da4815804,0.007042253521126761
mercari_price_suggestion_1m-12cff1856413,0.007042253521126761
mercedes_benz_greener_manufacturing-da8ac0e00317,0.007042253521126761
miami_housing-77ada7242bed,0.007042253521126761
mic-ba10980b94f8,0.007042253521126761
mice_protein_trisomy_discriminant-14c7a0eb99a0,0.007042253521126761
micro_mass-5deb16d4fa0e,0.007042253521126761
musk-16dca0dbddf5,0.007042253521126761
mutual_funds_india-5fbf8efc1836,0.007042253521126761
naticusdroid_android_permissions_dataset-c7f072cebb01,0.007042253521126761
obesity_estimation-37bb57808420,0.007042253521126761
online_shoppers_purchasing_intention_dat-7c9d5262e1c0,0.007042253521126761
otto_group_product_classification_challe-08decc7aebcb,0.007042253521126761
pancreatic_cancer_mouse_detection-bebbbfb72cb4,0.007042253521126761
parkinsons_biomedical_voice_measurements-44c2da69ace1,0.007042253521126761
physiochemical_protein-d68ec1dd11a4,0.007042253521126761
polish_companies_bankruptcy-c6e7be38cb09,0.007042253521126761
porto_seguro-7894967113f3,0.007042253521126761
predict_students_dropout_and_academic_su-60806510bdda,0.007042253521126761
prostate_cancer_detection-d59b58af2363,0.007042253521126761
pva_revenue_prediction_kddcup98-94a4b79d0042,0.007042253521126761
