task,nominal_weight
5g_energy_consumption-10eca1f7da02,0.07142857142857142
asp_potassco_classification-6cbac33e4d1f,0.07142857142857142
cardiotocography-172ef52f9a1b,0.07142857142857142
dementia_prediction-d8ce15bd8d63,0.07142857142857142
early_learning_predictors-90d92cf6004c,0.07142857142857142
mice_protein_trisomy_discriminant-14c7a0eb99a0,0.07142857142857142
micro_mass-5deb16d4fa0e,0.07142857142857142
musk-16dca0dbddf5,0.07142857142857142
pancreatic_cancer_mouse_detection-bebbbfb72cb4,0.07142857142857142
parkinsons_biomedical_voice_measurements-44c2da69ace1,0.07142857142857142
sat11_hand_algo_runtime-cda3af888024,0.07142857142857142
telemonitoring_parkinsons_biomedical_voi-c608f1a3d898,0.07142857142857142
video_game_fps_prediction-af230e95b2ad,0.07142857142857142
video_transcoding_time_prediction-1aa8b8149615,0.07142857142857142
