task,nominal_weight
5g_energy_consumption-10eca1f7da02,0.02380952380952381
acquire_valued_shoppers_challenge-f519aa482bb5,0.030303030303030304
airfoil_self_noise-6278f0ada559,0.0034364261168384883
amazon_employee_access-4417c4c952bc,0.0034364261168384883
anes_voting_2026-58a0e941922e,0.030303030303030304
aps_failure-b63fc6330117,0.0034364261168384883
asp_potassco_classification-6cbac33e4d1f,0.02380952380952381
audiology_diagnosis-90d4820bace0,0.0034364261168384883
bad_customer_detection-7b2ea3462dce,0.0034364261168384883
bank_customer_churn-b1fc11f3ea36,0.0034364261168384883
bank_marketing-ba2b45409a51,0.0034364261168384883
biogeographical_ancestry_prediction-a940a550ed40,0.0034364261168384883
biomechanical_orthopaedic_prediction-c744da7b0d83,0.0034364261168384883
bioresponse-63f85b558d70,0.0034364261168384883
blood_tests_drink_prediction-aeec267edab7,0.0034364261168384883
blood_transfusion-c0b8fbb104f3,0.0034364261168384883
body_density_prediction-19548b7220c1,0.0034364261168384883
california_house_prices_2020-08905ffc576b,0.030303030303030304
cardiotocography-172ef52f9a1b,0.02380952380952381
churn-4ae7db677764,0.0034364261168384883
cirrhosis_patient_survival_prediction-c8851fd8162a,0.0034364261168384883
clock_protein_toxicity-f1eed69eb784,0.0034364261168384883
coffee_rating_prediction-5ff37781e0a3,0.030303030303030304
coil_2000-d498c6d7849f,0.0034364261168384883
concrete_compressive_strength-4c0702dec5d1,0.0034364261168384883
credit_approval-a37d9105992b,0.0034364261168384883
credit_card_clients_default-9470ea90c86d,0.0034364261168384883
credit_g-6ced9fa4ef3f,0.0034364261168384883
customer_satisfaction_in_airline-717af216790d,0.0034364261168384883
dementia_prediction-d8ce15bd8d63,0.02380952380952381
diabetes_130_us-a06cb03600f0,0.0034364261168384883
diamonds-910d3c5757be,0.0034364261168384883
drug_induced_autoimmunity_prediction-752f934a6ee0,0.0034364261168384883
early_learning_predictors-90d92cf6004c,0.02380952380952381
early_stage_diabetes_risk_prediction-51d4ebef5816,0.0034364261168384883
ecoli_proteins-88ead48fb030,0.0034364261168384883
ecommerce_shipping-db33e797abb9,0.0034364261168384883
emscad-1790bb44ad91,0.0034364261168384883
eryhemato_squamous_disease-a64cf6ea937e,0.0034364261168384883
fiat_500-b26e24c630ed,0.0034364261168384883
fitness_club-95daf6614f7a,0.0034364261168384883
food_delivery_time-c2db6ce03f6d,0.0034364261168384883
forensic_glass_identification-e304196b0ccc,0.0034364261168384883
forest_fires-7dc3af8601af,0.0034364261168384883
gallstone_disease-63982cfe3e7c,0.0034364261168384883
garments_worker_productivity-7b6a94e87c93,0.030303030303030304
ghanas_indigenous_intel-ecbbda50d44e,0.030303030303030304
give_me_some_credit-51f4a5f15bd6,0.0034364261168384883
hazelnut_spread_contaminant_detection-2e831ed5986d,0.0034364261168384883
healthcare_insurance_expenses-ad067e29f4ae,0.0034364261168384883
heart_disease_cleveland-1e633334e0ef,0.0034364261168384883
heart_disease_hungary-f5ca5cfb8352,0.0034364261168384883
heart_disease_va_long_beach-062b5d1dcb90,0.0034364261168384883
heart_failure_followup_survival-25d12c8bf5bb,0.0034364261168384883
heloc-d2ac12c6b994,0.0034364261168384883
hepatitis_c_prediction-d17a9e02b43b,0.0034364261168384883
hepatitis_survival_prediction-d1673748bbbe,0.0034364261168384883
hiva_agnostic-c4b35582c204,0.0034364261168384883
homeq_default_prediction-6da1464558b9,0.0034364261168384883
horse_colic_survival-e1beb13d0b4e,0.0034364261168384883
hotel_booking_demand-9541da6f5a2b,0.030303030303030304
houses-ca1697d5c050,0.0034364261168384883
hr_analytics-9f0cb22a2cd4,0.0034364261168384883
immoscout_german_house_prices-58b4f389c67d,0.0034364261168384883
in_vehicle_coupon_recommendation-102e68b480bd,0.0034364261168384883
indian_liver_patient_dataset-0216cd985bcf,0.0034364261168384883
iranian_churn-87d6fa636729,0.0034364261168384883
jm1-c8cfe392b650,0.0034364261168384883
kdd_cup_09_appetency-72d0143e7c3d,0.0034364261168384883
kick-57821d387256,0.030303030303030304
labour_inspection_compliance-17b501f52bd1,0.0034364261168384883
ljubljana_breast_cancer-28c8b88c6b23,0.0034364261168384883
ljubljana_primary_tumor-b1acf2d83b0d,0.0034364261168384883
lung_cancer-48c9b1f8934d,0.0034364261168384883
lung_cancer_epithelial_genexp-ff6233558b2e,0.0034364261168384883
marketing_campaign-45b76b0f0de6,0.0034364261168384883
maternal_health_risk-002da4815804,0.0034364261168384883
mercedes_benz_greener_manufacturing-da8ac0e00317,0.030303030303030304
miami_housing-77ada7242bed,0.0034364261168384883
mic-ba10980b94f8,0.0034364261168384883
mice_protein_trisomy_discriminant-14c7a0eb99a0,0.02380952380952381
micro_mass-5deb16d4fa0e,0.02380952380952381
musk-16dca0dbddf5,0.02380952380952381
mutual_funds_india-5fbf8efc1836,0.0034364261168384883
naticusdroid_android_permissions_dataset-c7f072cebb01,0.0034364261168384883
obesity_estimation-37bb57808420,0.0034364261168384883
online_shoppers_purchasing_intention_dat-7c9d5262e1c0,0.0034364261168384883
otto_group_product_classification_challe-08decc7aebcb,0.0034364261168384883
pancreatic_cancer_mouse_detection-bebbbfb72cb4,0.02380952380952381
parkinsons_biomedical_voice_measurements-44c2da69ace1,0.02380952380952381
physiochemical_protein-d68ec1dd11a4,0.0034364261168384883
polish_companies_bankruptcy-c6e7be38cb09,0.0034364261168384883
predict_students_dropout_and_academic_su-60806510bdda,0.0034364261168384883
prostate_cancer_detection-d59b58af2363,0.0034364261168384883
pva_revenue_prediction_kddcup98-94a4b79d0042,0.0034364261168384883
