task,nominal_weight
APSFailure,0.0196078431372549
Amazon_employee_access,0.0196078431372549
Another-Dataset-on-used-Fiat-500,0.0196078431372549
Bank_Customer_Churn,0.0196078431372549
Bioresponse,0.0196078431372549
Diabetes130US,0.0196078431372549
E-CommereShippingData,0.0196078431372549
Fitness_Club,0.0196078431372549
Food_Delivery_Time,0.0196078431372549
GiveMeSomeCredit,0.0196078431372549
HR_Analytics_Job_Change_of_Data_Scientists,0.0196078431372549
Is-this-a-good-customer,0.0196078431372549
MIC,0.0196078431372549
Marketing_Campaign,0.0196078431372549
NATICUSdroid,0.0196078431372549
QSAR-TID-11,0.0196078431372549
QSAR_fish_toxicity,0.0196078431372549
SDSS17,0.0196078431372549
airfoil_self_noise,0.0196078431372549
anneal,0.0196078431372549
bank-marketing,0.0196078431372549
blood-transfusion-service-center,0.0196078431372549
churn,0.0196078431372549
coil2000_insurance_policies,0.0196078431372549
concrete_compressive_strength,0.0196078431372549
credit-g,0.0196078431372549
credit_card_clients_default,0.0196078431372549
customer_satisfaction_in_airline,0.0196078431372549
diabetes,0.0196078431372549
diamonds,0.0196078431372549
hazelnut-spread-contaminant-detection,0.0196078431372549
healthcare_insurance_expenses,0.0196078431372549
heloc,0.0196078431372549
hiva_agnostic,0.0196078431372549
houses,0.0196078431372549
in_vehicle_coupon_recommendation,0.0196078431372549
jm1,0.0196078431372549
kddcup09_appetency,0.0196078431372549
maternal_health_risk,0.0196078431372549
miami_housing,0.0196078431372549
online_shoppers_intention,0.0196078431372549
physiochemical_protein,0.0196078431372549
polish_companies_bankruptcy,0.0196078431372549
qsar-biodeg,0.0196078431372549
seismic-bumps,0.0196078431372549
splice,0.0196078431372549
students_dropout_and_academic_success,0.0196078431372549
superconductivity,0.0196078431372549
taiwanese_bankruptcy_prediction,0.0196078431372549
website_phishing,0.0196078431372549
wine_quality,0.0196078431372549
