task,nominal_weight
airfoil_self_noise-6278f0ada559,0.010309278350515464
amazon_employee_access-4417c4c952bc,0.010309278350515464
aps_failure-b63fc6330117,0.010309278350515464
audiology_diagnosis-90d4820bace0,0.010309278350515464
bad_customer_detection-7b2ea3462dce,0.010309278350515464
bank_customer_churn-b1fc11f3ea36,0.010309278350515464
bank_marketing-ba2b45409a51,0.010309278350515464
biogeographical_ancestry_prediction-a940a550ed40,0.010309278350515464
biomechanical_orthopaedic_prediction-c744da7b0d83,0.010309278350515464
bioresponse-63f85b558d70,0.010309278350515464
blood_tests_drink_prediction-aeec267edab7,0.010309278350515464
blood_transfusion-c0b8fbb104f3,0.010309278350515464
body_density_prediction-19548b7220c1,0.010309278350515464
churn-4ae7db677764,0.010309278350515464
cirrhosis_patient_survival_prediction-c8851fd8162a,0.010309278350515464
clock_protein_toxicity-f1eed69eb784,0.010309278350515464
coil_2000-d498c6d7849f,0.010309278350515464
concrete_compressive_strength-4c0702dec5d1,0.010309278350515464
credit_approval-a37d9105992b,0.010309278350515464
credit_card_clients_default-9470ea90c86d,0.010309278350515464
credit_g-6ced9fa4ef3f,0.010309278350515464
customer_satisfaction_in_airline-717af216790d,0.010309278350515464
diabetes_130_us-a06cb03600f0,0.010309278350515464
diamonds-910d3c5757be,0.010309278350515464
drug_induced_autoimmunity_prediction-752f934a6ee0,0.010309278350515464
early_stage_diabetes_risk_prediction-51d4ebef5816,0.010309278350515464
ecoli_proteins-88ead48fb030,0.010309278350515464
ecommerce_shipping-db33e797abb9,0.010309278350515464
emscad-1790bb44ad91,0.010309278350515464
eryhemato_squamous_disease-a64cf6ea937e,0.010309278350515464
fiat_500-b26e24c630ed,0.010309278350515464
fitness_club-95daf6614f7a,0.010309278350515464
food_delivery_time-c2db6ce03f6d,0.010309278350515464
forensic_glass_identification-e304196b0ccc,0.010309278350515464
forest_fires-7dc3af8601af,0.010309278350515464
gallstone_disease-63982cfe3e7c,0.010309278350515464
give_me_some_credit-51f4a5f15bd6,0.010309278350515464
hazelnut_spread_contaminant_detection-2e831ed5986d,0.010309278350515464
healthcare_insurance_expenses-ad067e29f4ae,0.010309278350515464
heart_disease_cleveland-1e633334e0ef,0.010309278350515464
heart_disease_hungary-f5ca5cfb8352,0.010309278350515464
heart_disease_va_long_beach-062b5d1dcb90,0.010309278350515464
heart_failure_followup_survival-25d12c8bf5bb,0.010309278350515464
heloc-d2ac12c6b994,0.010309278350515464
hepatitis_c_prediction-d17a9e02b43b,0.010309278350515464
hepatitis_survival_prediction-d1673748bbbe,0.010309278350515464
hiva_agnostic-c4b35582c204,0.010309278350515464
homeq_default_prediction-6da1464558b9,0.010309278350515464
horse_colic_survival-e1beb13d0b4e,0.010309278350515464
houses-ca1697d5c050,0.010309278350515464
hr_analytics-9f0cb22a2cd4,0.010309278350515464
immoscout_german_house_prices-58b4f389c67d,0.010309278350515464
in_vehicle_coupon_recommendation-102e68b480bd,0.010309278350515464
indian_liver_patient_dataset-0216cd985bcf,0.010309278350515464
iranian_churn-87d6fa636729,0.010309278350515464
jm1-c8cfe392b650,0.010309278350515464
kdd_cup_09_appetency-72d0143e7c3d,0.010309278350515464
labour_inspection_compliance-17b501f52bd1,0.010309278350515464
ljubljana_breast_cancer-28c8b88c6b23,0.010309278350515464
ljubljana_primary_tumor-b1acf2d83b0d,0.010309278350515464
lung_cancer-48c9b1f8934d,0.010309278350515464
lung_cancer_epithelial_genexp-ff6233558b2e,0.010309278350515464
marketing_campaign-45b76b0f0de6,0.010309278350515464
maternal_health_risk-002da4815804,0.010309278350515464
miami_housing-77ada7242bed,0.010309278350515464
mic-ba10980b94f8,0.010309278350515464
mutual_funds_india-5fbf8efc1836,0.010309278350515464
naticusdroid_android_permissions_dataset-c7f072cebb01,0.010309278350515464
obesity_estimation-37bb57808420,0.010309278350515464
online_shoppers_purchasing_intention_dat-7c9d5262e1c0,0.010309278350515464
otto_group_product_classification_challe-08decc7aebcb,0.010309278350515464
physiochemical_protein-d68ec1dd11a4,0.010309278350515464
polish_companies_bankruptcy-c6e7be38cb09,0.010309278350515464
predict_students_dropout_and_academic_su-60806510bdda,0.010309278350515464
prostate_cancer_detection-d59b58af2363,0.010309278350515464
pva_revenue_prediction_kddcup98-94a4b79d0042,0.010309278350515464
qsar_aquatic_toxicity-96e503f00d74,0.010309278350515464
qsar_biodeg-99edbe20f66b,0.010309278350515464
qsar_fish_toxicity-7d92081eed10,0.010309278350515464
qsar_tid_11-34170685abe8,0.010309278350515464
regensburg_pediatric_appendicitis-e7c24901d0c7,0.010309278350515464
santander_customer_satisfaction-504299481d76,0.010309278350515464
santander_transaction_value-46443292502e,0.010309278350515464
sdss_17-3d9b16fdea21,0.010309278350515464
seismic_bumps-9636045db12f,0.010309278350515464
sepsis_survival_minimal_clinical_records-225532acc0df,0.010309278350515464
south_africa_coronary_heart_disease-0e8d7cd42b03,0.010309278350515464
splice-0b61e96684a9,0.010309278350515464
student_portuguese_performance-3bb888dc8310,0.010309278350515464
superconductivity-f6f2e1d679cc,0.010309278350515464
taiwanese_bankruptcy_prediction-e1d1c0962bcb,0.010309278350515464
thyroid_discordant-1111dc4e4f7d,0.010309278350515464
tour_travels_churn-638a10e1adbe,0.010309278350515464
website_phishing-e1ffdd9e6d3a,0.010309278350515464
wids_diabetes_mellitus-d05f898265f2,0.010309278350515464
wine_quality-6ad3969edbaa,0.010309278350515464
wine_world_cost-59804d5f92e6,0.010309278350515464
