task,nominal_weight
5g_energy_consumption-10eca1f7da02,0.00819672131147541
acquire_valued_shoppers_challenge-f519aa482bb5,0.00819672131147541
airfoil_self_noise-6278f0ada559,0.00819672131147541
amazon_employee_access-4417c4c952bc,0.00819672131147541
anes_voting_2026-58a0e941922e,0.00819672131147541
aps_failure-b63fc6330117,0.00819672131147541
asp_potassco_classification-6cbac33e4d1f,0.00819672131147541
audiology_diagnosis-90d4820bace0,0.00819672131147541
bad_customer_detection-7b2ea3462dce,0.00819672131147541
bank_customer_churn-b1fc11f3ea36,0.00819672131147541
bank_marketing-ba2b45409a51,0.00819672131147541
biogeographical_ancestry_prediction-a940a550ed40,0.00819672131147541
biomechanical_orthopaedic_prediction-c744da7b0d83,0.00819672131147541
bioresponse-63f85b558d70,0.00819672131147541
blood_tests_drink_prediction-aeec267edab7,0.00819672131147541
blood_transfusion-c0b8fbb104f3,0.00819672131147541
body_density_prediction-19548b7220c1,0.00819672131147541
california_house_prices_2020-08905ffc576b,0.00819672131147541
cardiotocography-172ef52f9a1b,0.00819672131147541
churn-4ae7db677764,0.00819672131147541
cirrhosis_patient_survival_prediction-c8851fd8162a,0.00819672131147541
clock_protein_toxicity-f1eed69eb784,0.00819672131147541
coffee_rating_prediction-5ff37781e0a3,0.00819672131147541
coil_2000-d498c6d7849f,0.00819672131147541
concrete_compressive_strength-4c0702dec5d1,0.00819672131147541
credit_approval-a37d9105992b,0.00819672131147541
credit_card_clients_default-9470ea90c86d,0.00819672131147541
credit_g-6ced9fa4ef3f,0.00819672131147541
customer_satisfaction_in_airline-717af216790d,0.00819672131147541
dementia_prediction-d8ce15bd8d63,0.00819672131147541
diabetes_130_us-a06cb03600f0,0.00819672131147541
diamonds-910d3c5757be,0.00819672131147541
drug_induced_autoimmunity_prediction-752f934a6ee0,0.00819672131147541
early_learning_predictors-90d92cf6004c,0.00819672131147541
early_stage_diabetes_risk_prediction-51d4ebef5816,0.00819672131147541
ecoli_proteins-88ead48fb030,0.00819672131147541
ecommerce_shipping-db33e797abb9,0.00819672131147541
emscad-1790bb44ad91,0.00819672131147541
eryhemato_squamous_disease-a64cf6ea937e,0.00819672131147541
fiat_500-b26e24c630ed,0.00819672131147541
fitness_club-95daf6614f7a,0.00819672131147541
food_delivery_time-c2db6ce03f6d,0.00819672131147541
forensic_glass_identification-e304196b0ccc,0.00819672131147541
forest_fires-7dc3af8601af,0.00819672131147541
gallstone_disease-63982cfe3e7c,0.00819672131147541
garments_worker_productivity-7b6a94e87c93,0.00819672131147541
ghanas_indigenous_intel-ecbbda50d44e,0.00819672131147541
give_me_some_credit-51f4a5f15bd6,0.00819672131147541
hazelnut_spread_contaminant_detection-2e831ed5986d,0.00819672131147541
healthcare_insurance_expenses-ad067e29f4ae,0.00819672131147541
heart_disease_cleveland-1e633334e0ef,0.00819672131147541
heart_disease_hungary-f5ca5cfb8352,0.00819672131147541
heart_disease_va_long_beach-062b5d1dcb90,0.00819672131147541
heart_failure_followup_survival-25d12c8bf5bb,0.00819672131147541
heloc-d2ac12c6b994,0.00819672131147541
hepatitis_c_prediction-d17a9e02b43b,0.00819672131147541
hepatitis_survival_prediction-d1673748bbbe,0.00819672131147541
hiva_agnostic-c4b35582c204,0.00819672131147541
homeq_default_prediction-6da1464558b9,0.00819672131147541
horse_colic_survival-e1beb13d0b4e,0.00819672131147541
