task,nominal_weight
acquire_valued_shoppers_challenge-f519aa482bb5,0.09090909090909091
anes_voting_2026-58a0e941922e,0.09090909090909091
california_house_prices_2020-08905ffc576b,0.09090909090909091
coffee_rating_prediction-5ff37781e0a3,0.09090909090909091
garments_worker_productivity-7b6a94e87c93,0.09090909090909091
ghanas_indigenous_intel-ecbbda50d44e,0.09090909090909091
hotel_booking_demand-9541da6f5a2b,0.09090909090909091
kick-57821d387256,0.09090909090909091
mercedes_benz_greener_manufacturing-da8ac0e00317,0.09090909090909091
sberbank_housing_market_forecasting-54316cfd1a18,0.09090909090909091
sf_permit_time-a3faf4c318ef,0.09090909090909091
